Issue Type,Summary,Priority,Component,Fix Version,Labels,Description
Test,TC-04-13 แสดงจำนวนลูกค้าใน segment (count badge),Highest,TS-04,Lot 1,"Lot1,TS-04,Positive","*Lot:* 1
*Trace:* 02-3/GAi
*Type:* Positive

*Pre-condition:*
มี Segment ที่มี filter

*Test Steps:*
เปิด segment

*Expected Result:*
badge แสดงจำนวนตรงกับผล filter จริง

*Test Data:*
"
Test,TC-04-14 Customer 360 จากใน segment,High,TS-04,Lot 1,"Lot1,TS-04,Positive","*Lot:* 1
*Trace:* 02-3/GAi
*Type:* Positive

*Pre-condition:*
มีลูกค้าใน segment

*Test Steps:*
คลิกลูกค้า 1 ราย

*Expected Result:*
แสดงโปรไฟล์ 360 (ช่องทาง, กรมธรรม์, activity) ถูกต้อง

*Test Data:*
"
Test,TC-04-15 Filter channel-presence (มี Email ไม่มี App / ยังไม่เป็น Ocean Connect),Highest,TS-04,Lot 3,"Lot3,TS-04,Positive","*Lot:* 3
*Trace:* 02-3/GAi
*Type:* Positive

*Pre-condition:*
มีข้อมูลช่องทางลูกค้า

*Test Steps:*
สร้าง segment ""มี Email และยังไม่มี Ocean Club App""

*Expected Result:*
ได้เฉพาะลูกค้าที่ email=true AND app=false

*Test Data:*
Customer มี/ไม่มีแต่ละช่องทาง"
Test,"TC-04-16 Filter numeric (Health Score, CLV≥100k, เบี้ย<20k)",Highest,TS-04,Lot 1,"Lot1,TS-04,Positive","*Lot:* 1
*Trace:* 02-3/GAi
*Type:* Positive

*Pre-condition:*
มีข้อมูล CLV/Health Score

*Test Steps:*
สร้าง segment ""App=No, CLV≥100,000""

*Expected Result:*
ได้เฉพาะลูกค้าที่ค่าตรงตามตัวเลข

*Test Data:*
Customer CLV หลายระดับ"
Test,TC-04-17 Filter behavioral — เข้าหน้าบทความภาษี/ออมทรัพย์,High,TS-04,Lot 1,"Lot1,TS-04,Boundary","*Lot:* 1
*Trace:* 02-3/GAi
*Type:* Boundary

*Pre-condition:*
มี event GA4

*Test Steps:*
filter จาก web-visit behavior

*Expected Result:*
เฉพาะลูกค้าที่มี event เข้าหน้าบทความนั้น (ตรวจ data source GA4)

*Test Data:*
GA4 event บทความ"
Test,TC-07-10 Refresh / Delete message,High,TS-07,Lot 3,"Lot3,TS-07,Positive","*Lot:* 3
*Trace:* 02-6/GAi
*Type:* Positive

*Pre-condition:*
มี Message

*Test Steps:*
กด refresh แล้ว delete

*Expected Result:*
refresh โหลดค่าใหม่; delete ลบได้ (เตือนถ้าถูกใช้ใน campaign)

*Test Data:*
Message ผูก campaign"
Test,TC-07-11 แสดง Message ID + จำนวน credit บนการ์ด,High,TS-07,Lot 3,"Lot3,TS-07,Positive","*Lot:* 3
*Trace:* 02-6/GAi
*Type:* Positive

*Pre-condition:*
มี Message

*Test Steps:*
เปิดรายการ message

*Expected Result:*
แสดง Message ID (running no) + credit ที่ message จะใช้ ถูกต้อง

*Test Data:*
"
Test,TC-06-13 Add contact source = เลือก Segment,Highest,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
มี Segment

*Test Steps:*
ในcampaign กด Add contact source → เลือก segment

*Expected Result:*
สมาชิกของ segment เข้าสู่ flow เป็น contact ของ campaign

*Test Data:*
"
Test,TC-06-14 Decision node แตกเส้นทาง,Highest,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
มี flow + contact

*Test Steps:*
วาง Decision (เช่น ""เปิดอ่าน email?"")

*Expected Result:*
contact ถูกแยกเข้า branch yes/no ถูกต้อง

*Test Data:*
"
Test,TC-06-15 Condition node ตาม Contact tags,Highest,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
contact มี tag

*Test Steps:*
ตั้ง condition tag = ""VIP""

*Expected Result:*
เฉพาะ contact ที่มี tag ผ่านเข้า branch นั้น

*Test Data:*
Contact มี/ไม่มี tag"
Test,TC-06-16 Action: Send email + email builder,Highest,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
-

*Test Steps:*
เพิ่ม action Send email → ออกแบบใน builder

*Expected Result:*
อีเมลถูกสร้าง/ส่งตามที่ออกแบบ (รูป+ข้อความ+ลิงก์)

*Test Data:*
"
Test,TC-06-17 Action: Send text message (เลือก Message เดิม),Highest,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
มี Message

*Test Steps:*
เพิ่ม action → Select Message ที่มีอยู่

*Expected Result:*
ผูก message เดิมเข้า action ได้ ส่งถูกช่องทาง

*Test Data:*
"
Test,TC-06-18 Action: Mobile app message (push),High,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
contact มี app

*Test Steps:*
เพิ่ม action mobile app message

*Expected Result:*
push เข้า Ocean Club App ของ contact ที่มี app

*Test Data:*
"
Test,TC-06-19 Action: Send a webhook,High,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
มี endpoint

*Test Steps:*
ตั้ง webhook URL ใน action

*Expected Result:*
ระบบยิง HTTP request พร้อม payload contact เมื่อ contact ถึง node

*Test Data:*
webhook endpoint ทดสอบ"
Test,TC-06-20 Action timing / delay ราย step,High,TS-06,Lot 3,"Lot3,TS-06,Boundary","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Boundary

*Pre-condition:*
flow มีหลาย action

*Test Steps:*
ตั้ง delay 2 วัน ก่อน action ถัดไป

*Expected Result:*
action ถัดไปทำงานหลังครบ delay ไม่ใช่ทันที

*Test Data:*
"
Test,TC-06-21 Upload segment → Facebook Custom Audience (Lookalike),High,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-4/GAi
*Type:* Positive

*Pre-condition:*
มี Segment

*Test Steps:*
จาก segment กด upload → FB

*Expected Result:*
audience ถูกสร้างใน FB Ads (custom + lookalike base)

*Test Data:*
"
Test,TC-06-22 Upload segment → Google Customer Match,High,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-4/GAi
*Type:* Positive

*Pre-condition:*
มี Segment

*Test Steps:*
จาก segment กด upload → Google

*Expected Result:*
customer match list ถูกสร้างใน Google Ads

*Test Data:*
"
Test,TC-06-23 E2E flow: Segment → Decision → Condition → multi Action,Highest,TS-06,Lot 3,"Lot3,TS-06,Positive","*Lot:* 3
*Trace:* 02-5/GAi
*Type:* Positive

*Pre-condition:*
ส่วนประกอบครบ

*Test Steps:*
ประกอบ flow ครบ แล้ว publish

*Expected Result:*
contact ไหลผ่านทุก node และได้รับ message ตาม branch ถูกต้อง

*Test Data:*
flow ครบทุก node"
Test,TC-10-06 Total User ≠ Total Send,Highest,TS-10,Lot 3,"Lot3,TS-10,Boundary","*Lot:* 3
*Trace:* 02-10/GAi
*Type:* Boundary

*Pre-condition:*
campaign 1,000 contact ส่งจริง 980

*Test Steps:*
ตรวจ SUMMARY

*Expected Result:*
Total User=1,000, Total Send=980 (แยกชัด)

*Test Data:*
campaign 1000/ส่ง 980"
Test,TC-10-07 Total Credit ต่อ campaign,Highest,TS-10,Lot 3,"Lot3,TS-10,Positive","*Lot:* 3
*Trace:* 02-10/GAi
*Type:* Positive

*Pre-condition:*
ส่ง SMS ไทยยาว multi-part 980 ราย

*Test Steps:*
ตรวจ Total Credit

*Expected Result:*
Total Credit = ผลรวม credit ทุก segment ของทุกข้อความ ถูกต้อง

*Test Data:*
SMS ไทยยาว"
Test,TC-10-08-b Total Fail สรุปใน summary,Highest,TS-10,Lot 3,"Lot3,TS-10,Positive","*Lot:* 3
*Trace:* 02-10/GAi
*Type:* Positive

*Pre-condition:*
ส่ง fail 20 ราย

*Test Steps:*
ตรวจ Total Fail

*Expected Result:*
Total Fail=20 และ Total Send+Total Fail = Total User

*Test Data:*
ส่ง fail 20"
Test,TC-10-09 Drill-down รายคลิกต่อ campaign,High,TS-10,Lot 3,"Lot3,TS-10,Positive","*Lot:* 3
*Trace:* 02-10/GAi
*Type:* Positive

*Pre-condition:*
campaign มีผลคลิก

*Test Steps:*
คลิกเข้า campaign 1 ใน SUMMARY

*Expected Result:*
แสดงรายชื่อ/จำนวนคลิก + Unique Click ของ campaign นั้น

*Test Data:*
"
Test,TC-10-10 SUMMARY header ครบทุกคอลัมน์,High,TS-10,Lot 3,"Lot3,TS-10,Positive","*Lot:* 3
*Trace:* 02-10/GAi
*Type:* Positive

*Pre-condition:*
มีข้อมูล campaign

*Test Steps:*
เปิดหน้า SUMMARY

*Expected Result:*
มีครบ: Campaign ID, Name, Total User, Total Send, Total Credit, Total Fail, Total Click, Unique Click

*Test Data:*
"
